@relation 'project-crime-binary-weka.filters.supervised.instance.Resample-B0.0-S1-Z14.16-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z33.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-3,5-27,30-38,40,43,48-49,52-67,70-77,79-101'

@attribute pctWhite numeric
@attribute persPoverty numeric
@attribute pctPoverty numeric
@attribute pctMaleDivorc numeric
@attribute pctFemDivorc numeric
@attribute pctAllDivorc numeric
@attribute pct2Par numeric
@attribute pctKids2Par numeric
@attribute pctKids-4w2Par numeric
@attribute pct12-17w2Par numeric
@attribute kidsBornNevrMarr numeric
@attribute pctKidsBornNevrMarr numeric
@attribute pctPersOwnOccup numeric
@attribute pctPopDenseHous numeric
@attribute pctHousWOphone numeric
@attribute Class {0,1}

@data
95.69,1706,6.08,9.83,12.48,11.19,72.1,70.76,81.33,76.58,689,3.33,71.84,2.15,1.22,0
74.65,10985,9.81,9.39,13,11.2,76.35,71.47,83.44,77.86,2012,2.58,56.76,11.05,1.95,0
73.36,19860,26.33,7.94,12.54,10.29,64.19,59.11,73.3,69.09,3666,8.01,50.9,4.91,5.89,0
95.28,2631,32.74,3.46,5.02,4.28,75.5,76.55,88.54,96.19,63,1.43,39.76,4.83,0.87,1
98.37,419,2.09,6.68,9.23,8.01,86.01,83.65,94.89,89.37,135,0.91,85.63,0.75,0.5,1
61.48,13891,24.24,14.85,17.6,16.29,57.24,51.45,68.53,54.95,3215,7.15,43.84,6.1,10.76,0
70.9,52557,19.44,15.01,18.14,16.66,58.62,51.4,63.27,60.73,15174,7.25,57.93,6.03,10.12,0
96.35,1702,10.88,9.24,13.19,11.38,67.12,63.11,71.68,70.75,513,4.19,61.55,1.44,4.07,1
98.03,525,4.86,5.85,6.82,6.35,87.03,84.35,87.01,82.78,103,1.21,91.04,1.03,0.21,1
74,7622,14.19,11.66,14.8,13.37,64.24,57.42,66.6,67.46,2716,5.9,59.56,3.46,5.99,0
91.62,4028,18.89,11.44,15.66,13.7,69.09,67.08,75.27,76.87,299,1.63,58.17,4.2,5.29,0
84.98,16756,11.46,11,15.37,13.25,73.25,70.04,77.67,75.01,3180,2.97,65.58,6.15,5.96,0
92.13,428,3.34,6.89,9.46,8.23,82.35,80.46,95.56,81.89,84,1.02,66.93,2.92,0.47,1
50.33,7269,21.16,10.48,15.06,12.71,60.23,55,67.48,60.59,2759,9.21,38.65,3.85,8.31,0
95.17,539,4.85,10.18,13.96,12.19,79.82,76.4,89.86,82.92,25,0.32,67.78,1.32,2.59,0
51.25,6717,26.23,11.84,15.3,13.73,48.4,43.56,45.82,56.8,3482,17.03,35.2,9.49,18.93,1
90.72,1327,4.91,8.85,11.43,10.13,83.27,82.17,88.82,80.27,204,1.17,66.56,4.8,1.48,1
35.44,10149,20.02,6.57,10.97,8.81,74,66.59,80.16,78,2109,5.27,46.02,35.92,3.2,1
2.68,3763,36.18,8.28,13.42,11.2,38.55,29.93,31.73,32.61,1650,16.95,52.44,6.53,11.96,0
80.2,393,3.64,9.81,13.12,11.52,79.44,76.43,90.89,84.81,206,2.82,73.65,4.54,1.69,0
96.44,3048,18.05,13.54,17.1,15.48,65.09,63.19,58.86,74.96,414,2.82,55.05,3.51,6.96,0
89.1,11044,19.46,9.55,12.5,11.09,72.39,68.92,74.4,73.49,1129,2.67,57.84,3.76,5.96,0
80.5,1872,5.46,8,10.54,9.35,75.99,71.55,86.95,77.82,880,3.38,85.39,1.97,2.49,1
39.76,14232,31.96,11.72,14.97,13.52,52.47,42.18,56.12,54.33,5134,12.32,57.98,9.73,11.02,0
98.95,593,4.11,6.02,8.93,7.51,86.9,85.72,96.95,80.97,69,0.68,92.49,1.2,0.75,1
63.62,9605,17.72,12.41,15,13.85,55.39,49.96,61.42,55.6,3926,9.15,48.94,2.92,9.05,0
76.16,3776,16.85,10.97,13.42,12.29,71.62,66.01,80.31,70.85,512,2.77,58.96,4.98,11.21,0
40.18,6923,37.31,11.86,15.12,13.72,49.87,40.75,48.96,43.26,2451,13.82,47.94,9.89,14.94,0
56.11,4437,22.9,11.87,13.7,12.92,53.96,46.13,52.9,58.65,1624,9.7,47.21,4.79,15.5,0
72.89,2008,19.85,10.32,14.46,12.65,58.64,53.15,65.6,60.71,528,5.79,55.34,4.25,15.46,0
90.88,526,2.64,5.59,8.01,6.83,89.03,88.69,96.84,88.93,67,0.56,79.95,1.31,0.51,1
98.98,326,2.62,8.47,10.54,9.55,83.38,81.84,94.03,84.83,50,0.55,80.04,0.42,0.44,1
95.17,1152,10,13.4,14.62,14.08,63.41,59.6,74.95,72.23,82,0.81,71.28,1.65,3.85,0
57.92,2390,20.75,11.84,14.85,13.46,56.65,48.54,64.24,62.32,905,7.73,57.68,7.98,16.44,0
84.01,4904,15.96,12.24,11.41,11.77,54.54,48.36,63.74,55.14,1131,4.06,63.69,4.73,3.89,0
91.93,10179,16.84,12.24,16.13,14.36,67.6,63.91,75.26,70.47,1713,3.33,62.35,2.57,6.79,0
84.84,11284,13.49,11.44,13.58,12.56,68.1,64.19,73.59,74.54,2793,4.05,67.91,3.68,6.21,0
83.65,5161,28.5,13.64,14.67,14.18,52.78,53.9,62.41,53.56,918,6.68,54.08,3.67,10.19,0
91.38,634,5.1,6.61,9.38,8.07,80.93,78.46,93.38,89.6,186,2.15,62.65,2.92,0.81,1
80.06,14242,29.93,7.1,11.98,9.72,73.36,66.64,81.39,75.07,1183,2.62,60.03,16.05,14.4,0
95.26,291,2.83,7.16,8.82,8.07,83.71,82.53,95.6,89.39,7,0.1,75.66,1.16,0.47,1
42.59,14002,27.02,15.02,18.83,17.1,40.38,35.17,35.98,47.03,6983,16.82,44.73,4.93,7.16,0
96.39,574,5.57,7.49,10.65,9.12,79.22,77.57,89.59,64.42,86,1.22,69.26,1.36,0.79,1
98.83,749,2.82,5.53,7.59,6.59,86.5,84.9,92.27,82.18,115,0.53,84.65,0.98,0.22,1
58.22,13483,35.87,10.68,14.17,12.61,51.43,44.73,60.71,55.44,2774,9.22,50.14,4.86,10.47,0
98.75,4791,14.11,11.48,15.12,13.45,71.34,68.98,76.99,73.39,610,2.14,61.71,1.49,6.05,1
61.8,10640,9.67,11.27,15.29,13.33,69.48,64.34,77.85,68.08,3028,3.74,52.92,11,2.23,0
98.9,565,3.14,7.16,10.33,8.84,80.62,78.01,92.8,74.96,105,0.82,79.03,1.07,0.71,1
90.88,4985,14.05,10.76,13.42,12.24,62.1,58.46,66.4,65.81,789,2.54,57.94,4.86,3.59,0
98.67,1202,7.76,7.69,10.44,9.16,81.68,80.63,91.39,88.57,82,0.65,75.79,0.8,2.1,1
46.59,3699,24.07,11.55,16.06,14.13,49.68,42.97,50.51,49.82,1450,9.53,50.62,5.05,12.61,0
98.62,252,2.04,6.44,6.7,6.57,90.82,88.51,95.2,89.07,76,0.97,97.24,1.66,0.14,1
87.54,1962,19.76,12.29,16.67,14.64,65.8,65.13,67.82,77.21,257,3.04,53.3,7.22,9.53,0
92.53,1010,5.55,13.74,15.09,14.35,71.05,70.77,91.18,61.36,123,2.07,45.7,2.25,0.58,0
97.91,1818,8.82,7.96,9.64,8.85,76.26,73.96,83.14,73.79,399,2.28,81.09,2,2.3,1
96.16,1119,4.45,7.57,10.25,8.98,77.77,76.4,87.91,82.35,405,2.33,68.01,1.35,1.52,1
68.29,3196,33.2,10.75,15.79,13.56,60.88,60.04,65.62,68.47,165,2,50.7,4.23,13.65,1
98.28,399,3.98,6.48,9.64,8.09,85.76,84.25,93.53,83.3,69,0.97,79.72,0.95,1.15,1
57.31,3748,17.45,7.76,13.42,10.68,74.12,71.17,76.26,74.55,602,4.99,46.11,6.22,3.76,0
78.71,7106,24.8,9.89,13.74,11.91,73.05,68.59,77.53,76.78,802,3.27,66.82,8.87,15.9,0
78.97,5363,16.39,8.39,11.77,10.12,58.31,52.81,64.07,63.67,1623,8.88,21.8,6.17,4.91,0
88.73,8492,11.47,6.53,9.4,8.04,68.84,66.35,81.97,71.38,1912,4.28,35.09,3.87,1.94,1
66.37,7843,29.91,13.12,16.82,14.95,54.14,47.75,54.12,50.57,2848,14.15,35.32,18.26,17.87,0
96.87,608,2.84,5.7,8.27,7.07,84.55,84.43,91.5,85.7,167,1.06,75.19,0.72,0.29,1
83.11,7781,24.92,13.77,16.04,15.04,63.82,58.79,68.08,64.69,914,3.16,60.79,2.35,10.9,0
52.69,332974,20.74,12.72,17.35,15.07,64.89,59.42,75.35,66.39,77924,6.91,47.55,11.72,8.45,0
82.35,1010,8.56,15.78,19.66,17.81,68.66,65.85,84.05,59.56,124,1.48,41.21,6.21,4.5,0
79.3,2914,22.45,6.73,9.08,7.98,74.25,69.47,77,71.01,455,3.68,61.18,11.68,6.33,0
31.19,13508,24.28,6.02,12.1,8.99,67.92,61.51,73.6,72.67,4292,10.6,30.11,54.84,8.09,0
96.39,6012,8.96,3.91,7.67,5.85,87.08,87.29,92.79,86.75,197,0.35,73.33,6.51,1.75,1
79.35,53768,14.99,12.78,17.3,15.18,68.73,65.86,79.06,70.27,9754,3.66,59.77,2.8,7.03,0
94.46,2172,12.92,9.08,12.61,10.95,71.84,71.47,71.96,75.62,319,2.3,58.98,3.92,4.99,1
92.63,1074,2.8,8.32,11.23,9.87,80.67,79.24,93.69,85.55,246,0.93,69.59,0.73,0.51,1
76.08,90608,12.47,12.77,16.24,14.63,66.06,61.88,75.27,66.89,33455,6.06,61.69,2.47,5.6,0
54.48,7652,21.24,8.95,14.28,11.59,70.16,64.08,77.66,76.73,1726,5.82,47.52,29.63,7.05,0
72.96,3227,18.55,9.21,12.33,10.88,72.78,65.93,77.55,72.97,765,5.28,58.9,6.66,11.27,0
98.95,900,2.95,4.92,6.38,5.69,88.04,86.71,95.36,90.67,95,0.41,88.74,0.49,0.4,1
22.43,7500,12.38,11.68,14.82,13.37,51.36,45.93,67.24,55.83,5949,14.4,39.19,10.14,7.15,0
94.55,3597,23.4,5.19,8.27,6.68,79.84,81.25,91.9,80.04,201,2.28,48.39,3.1,3.18,1
80.17,9058,24.71,15.04,18.69,17.02,54.76,52.97,56.89,64.39,2134,6.57,58.67,2.4,9.45,0
82.52,5443,13.23,9.03,13.66,11.47,73.88,70.47,84.24,75.3,880,2.66,53.58,10.34,2.93,0
59.13,9796,20.97,11.2,15.26,13.47,57.04,51.56,62.4,57.99,3441,8.67,58.38,2.53,6.98,0
79.42,3218,11.59,9.11,13.02,11.06,78.48,75.82,85.44,77.83,564,2.95,46.4,4.1,7.83,0
69.18,22942,11.8,9.84,13.94,11.97,69.26,66.76,81.34,69.03,7020,6.06,51.85,2.62,3.65,1
92.34,386,2.96,5.59,8.48,7.12,84.56,83.8,100,85.71,104,1.03,89.09,1,0.64,1
98.08,4262,8.27,9.75,12.44,11.16,75.3,74.07,83.18,77.77,664,1.55,70.08,1.39,2.7,0
84.78,2131,16.4,10.41,13.05,11.88,74.47,67.5,74.7,80.81,318,2.83,70,2.13,8,0
73.22,3604,32.89,8.96,12.96,11.15,67.21,61.49,73.55,69.17,352,3.23,66.24,5.05,11.45,0
48.25,42539,18.88,9.31,13.25,11.36,55.58,48.71,65.4,60.61,18010,11.07,32.71,11.36,9.27,0
69.23,9419,12.97,9.35,11.67,10.56,68.58,63.58,75.21,72.62,3255,5.39,66.48,5.28,5.11,0
97.17,2775,9.36,10.2,12.8,11.57,79.65,76.12,86.59,82.36,202,0.87,65.25,2.92,9,1
77.28,18621,26.23,10.26,13.6,12.06,57.08,53.51,63.47,55.54,4713,9.05,50.72,3.25,6.94,0
93.1,2724,22.14,7.47,10.85,9.27,77.45,72.91,91.63,77.81,86,1.01,56.27,3.2,8.67,1
90.49,2093,6.06,6.46,9,7.75,80.03,77.69,87.82,78.36,385,1.62,53.77,3.87,1.92,0
94.54,2334,20.43,15.51,18.98,17.28,63.74,60.52,58.34,70.07,552,5.42,54.03,5.2,8.48,0
77.42,10146,14.25,10.51,15.02,12.89,73.47,68.8,81.16,74.97,2129,4.13,64.07,5.76,4.28,0
88.59,3396,31.61,10.99,14.31,12.84,67.44,60.84,75.8,69.12,399,3.59,61.26,3.47,12.18,0
89.89,5814,13.93,11.21,15.31,13.34,70.96,70.52,75.97,78.15,815,2.54,57.48,4.49,4.16,0
89.2,3297,8.76,15.08,18.93,17,65.97,64.79,76.35,70.95,700,2.92,39.68,4.65,3.17,0
93.79,1396,6.78,8.23,12.42,10.45,82.05,81.02,92.97,82.63,138,0.91,75.61,2.73,3.7,1
86.05,2507,10.39,14.95,16.99,15.89,76.31,73.2,85.14,78.33,291,1.99,41.27,5.5,8.58,0
88.96,1220,8.43,12.71,16.83,14.83,75.31,75.17,84.61,72.52,105,1.17,73.88,3.52,2.58,1
94.82,6479,18.12,10.62,14.77,12.94,70.75,67.48,82.81,72.38,527,1.7,65.64,1.23,7.72,0
95.46,4673,9.74,9.77,12.28,11.11,70,68.89,77.11,81.33,1146,2.96,65.07,0.86,3.56,1
41.56,6071,25.16,11.1,16.95,14.46,49.17,43.81,58.97,50,1925,7.97,52.62,3.74,13.59,0
58.66,17608,12.52,8.76,12.93,10.79,74.37,65.81,82.96,77.2,5391,4.93,52.55,25,2.72,1
85.09,1013,2.13,7.07,9.75,8.44,84.81,83.32,94.13,86.13,307,1.01,67.36,2.41,1.17,1
94.87,1008,5.25,9.78,11.05,10.44,80.07,78.18,88.19,77.27,363,2.66,77.48,1.53,1.27,1
88.86,1492,7.91,10.33,14.7,12.7,74.37,73.48,83.52,80.14,274,1.96,54.86,3.16,1.88,0
72.81,8544,19.16,13.01,15.23,14.19,69.37,64.78,75.73,68.84,1347,3.77,55.45,4.85,12.31,0
93.78,9881,21.04,8.26,10.02,9.22,69.11,70.09,78.34,77.11,897,2.47,51.8,3.1,3.1,0
70.8,19898,21.89,10,13.16,11.66,68.02,64.66,75.15,67.86,4571,6.33,58.49,4.61,6.12,0
56.71,5282,21.33,12.14,15.79,14.22,56.41,49.26,58.45,58.09,1861,8.48,48.63,4.87,12.32,0
95.77,1411,6.14,14.7,19.21,16.9,76.69,74.71,93.62,80.52,40,0.3,64.34,2.34,0.39,0
55.14,4658,15.3,7.69,12.68,10.25,70.95,65.62,82.61,81.23,1068,4.52,42.35,26.49,3.39,0
90.18,4094,11.43,12.89,18.64,15.57,67.66,66.33,77.34,67.96,480,3.51,22.62,4.88,0.89,0
94.33,1389,4.75,10.1,14.76,12.55,78.54,78.85,92.37,75.72,164,0.88,64.18,2.03,1.55,0
98.01,1445,9.92,9.89,12.23,11.12,74.45,75.46,79.48,77.72,305,2.51,67.59,1.26,2.97,1
93.15,9348,7.6,12.52,17.24,14.97,71.09,69.33,78.97,74.14,1519,1.73,64.6,1.97,2.4,0
79.77,6939,16.09,7.12,9.66,8.54,76.48,75.33,90.12,76.92,1808,5.11,63.98,5.53,3.55,0
80.51,4753,17.08,15.11,15.33,15.22,62.69,57.78,60.93,64.64,1201,5.82,55.33,7.78,7.87,0
98.59,1936,12.51,10.32,13.49,12.04,74.89,73.23,83.33,75.53,137,1.08,69.11,0.88,5.33,1
9.51,1615,10.28,13.75,21.91,18.43,50.16,45.91,49.33,48.05,888,8.28,54.46,2.66,1.61,1
70.83,45126,37.29,6.18,10.95,8.73,75.51,67.71,84.14,75.33,3070,2.8,61.58,26.43,12.42,0
83.86,2574,18.84,10.34,13.39,12.01,74.41,70.78,74.63,78.92,275,2.23,62.25,3.84,10.54,1
51.64,3812,14.17,10.01,13.46,11.98,55.44,52.24,65.39,59.06,1565,7.24,62.51,6.97,2.42,0
58.59,5069,10.32,10.82,14.91,13.07,61.48,56.83,71.3,59.11,2530,7.09,57.49,7.13,3.3,0
51.62,5559,30.18,11.48,14.38,13.13,54.87,46.84,60.02,54.47,1779,9.97,59.89,4.89,12.72,0
48.24,3079,27.93,7.34,13.57,10.56,65.29,61.17,71.52,66.73,560,5.41,52.9,21.32,10.73,0
54.68,8864,17.28,9.99,11.88,11,67.53,59.27,73.73,67.93,3651,8.21,68.27,3.41,10.47,1
70.78,12522,15.94,10.17,14.76,12.56,72.88,68.39,77.93,70.65,1781,3.02,59,4.39,8.31,0
97.25,1991,18.76,11.63,15,13.43,69.32,67.52,66.99,74.4,341,3.62,59.04,3.6,6.39,0
71.41,2854,19.62,12.45,15.62,14.22,57.25,50.73,54.49,51.45,748,5.39,54.11,4.16,10.13,0
83.6,2446,17.55,12.49,15.55,14.15,61.42,56.02,64.39,66.17,628,4.97,63.85,2.09,10.39,0
98.16,5231,13.95,11.24,13.01,12.19,66.51,64.79,62.98,75.37,823,2.55,53.25,1.41,6.29,0
88.62,2782,6.03,10.89,14.31,12.61,80.41,78.77,91.63,83.28,446,1.68,57.74,4.74,4.37,0
68.18,3047,18.55,12.89,16.96,15.12,56.53,51.02,62.69,62.07,1005,6.78,50.22,3.36,13.7,0
74.53,9016,21.57,15.83,16.12,15.97,59.94,55.35,62.57,61.27,2552,6.59,60.08,2.12,9.14,0
83.58,246,2.16,3.09,5.49,4.36,90.3,88.98,100,87.53,11,0.13,96.12,1.32,0.34,0
64.68,25193,14.62,11.93,16.45,14.4,64.44,58.75,73.91,64.45,8160,6.51,61.04,3.06,5.86,0
98.17,288,1.9,5.74,7.11,6.44,89.66,88.94,96.64,91.04,54,0.5,88.98,0.33,0.13,1
64.08,1847,11.76,7.95,12.98,10.65,73.74,67.5,86.79,74.97,215,1.93,48.02,7.92,3.84,0
58.38,69694,16.82,11.64,15.94,13.78,64.25,60.26,71.53,67.31,20207,7.4,40.03,16.49,4.28,0
52.73,4019,12.22,8.48,13.7,10.62,76.63,71.38,83.38,81.63,1139,5.13,34.08,14.61,2.85,1
98.02,1373,5.96,8.04,11.21,9.7,78.96,79.29,85.15,81.46,305,1.66,72.48,1.31,1.41,1
52.83,643809,18.86,9.92,14.61,12.26,65.54,59.78,74.48,69.13,212238,9.32,40.31,22.26,4.11,0
90.53,588,2.53,6.56,8.75,7.67,89.58,87.43,95.14,88.05,157,1.2,87.75,2.67,0.98,1
81.07,17900,17.99,9.04,12.51,10.84,62.75,58.43,68.03,62.77,4164,5.62,44.59,6.65,5.04,0
77.63,34593,19.56,8.85,12.98,10.98,75,69,83.96,77.33,3853,2.96,59.83,6.6,7.94,0
89.79,1560,14.35,9.36,11.56,10.57,71.5,69.43,79.65,78.06,211,2.12,68.71,1.63,7.3,1
56.66,5235,29.1,10.4,15.84,13.48,54.71,48.06,46.85,57.85,1405,7.69,56.76,3.81,10.14,0
83.06,12756,15.91,10.18,13.68,12.04,61.08,57.28,66.21,65.62,3900,6.26,51.31,4.28,5.22,0
97.38,3131,11.33,11.51,13.11,12.34,76.57,75.97,81.69,84.6,232,1.02,69.17,1.59,3.53,1
97.58,1336,7.08,9.93,11.83,10.88,80.89,75.33,84.52,85.68,217,1.54,84.31,2.47,2.88,0
90.43,1831,9.58,12.08,15.54,13.93,68.87,67.54,84.15,72.53,618,3.72,69.44,4.16,2.96,0
57.54,43990,21.37,11.45,15.18,13.36,66.98,63.94,75.84,73.25,8807,5.48,46.39,16.76,4.84,0
86.4,2893,18.53,11.02,14.61,12.99,68.73,65.61,70.45,73.41,441,3.07,67.51,1.78,10,0
93.5,1964,3.87,8.65,12.84,10.89,74.46,73.88,85.25,72.15,744,2.08,62.7,1.19,1.23,0
96.26,7036,25.16,4.9,7.64,6.31,73.28,73.72,83.07,73.43,407,2.31,55.78,2.85,2.01,0
80.73,8474,17.83,12.21,15.92,14.12,64.22,60.25,70.81,69.94,1881,4.71,61.7,1.66,9.14,0
89.52,3981,9.88,11.12,14.48,12.82,75.51,72.84,81.8,77.9,997,3.37,59.45,7.42,3.79,0
94.39,1874,6.22,8.23,11.14,9.75,76.68,76.9,84.85,81.49,666,2.71,80.79,1.43,0.35,0
76.27,6079,14.16,13.6,18.69,16.26,64.89,60.96,76.31,58.78,1152,4.22,36.49,2.89,5.74,0
95.73,4265,21.61,5.65,7.78,6.76,73.08,74.2,79.08,72.98,257,1.76,53.51,1.96,2.55,0
55.77,5691,25.49,11.05,13.63,12.48,63.28,56.86,68.45,69.64,1055,5.33,63.5,5.06,12.5,0
90.13,2232,16.07,13.34,14.38,13.91,67.54,63.24,77.37,71.41,413,3.86,55.2,1.74,10.55,0
62.7,2504,15.61,11.15,15.14,13.39,59.28,53.26,53.45,64.04,1100,7.8,63.12,2.44,6.58,0
80.38,1950,16.38,15.83,19.78,17.87,61.21,57.02,67.77,63.6,519,4.95,44.29,5.92,6.67,0
92.74,3984,7.82,10.78,14.55,12.75,76.18,74.61,82.98,79.27,641,1.68,65.38,2.89,3.95,1
53.46,4248,37.49,9.99,15.05,12.94,50.4,45.15,60.11,47.17,1178,10.71,59.48,4.17,10.46,0
97.24,306,1.79,5.51,6.8,6.21,88.71,88.17,97.29,89.26,135,0.96,88.4,0.38,0.12,1
94.78,6654,14.42,12.6,16.81,14.85,69.63,67.35,72.05,76.79,1034,2.81,59.31,3.4,4.62,0
87.42,7475,12.84,12.08,15.34,13.75,68.55,62.88,76.6,73.31,1519,3.3,61.09,2.73,5.4,0
93.58,1354,12.12,14.59,15.85,15.25,63.7,63.09,71.22,67.93,385,4.29,69.36,3.38,4.09,0
86.25,2461,7.39,10.63,12.9,11.77,78.76,75.51,87.82,80.56,603,2.56,61.09,8.65,3.69,1
94.56,3066,28.82,4.27,6.21,5.29,75.39,75.76,77.8,70.89,172,2.52,45.57,2.54,1.36,0
61.68,13804,25.06,10.22,16.28,13.34,67.04,64.81,76.19,72.78,1960,4.49,41.69,16.89,4.91,0
90.07,27087,9.5,9.74,13.38,11.62,76.87,76.45,85.96,79.34,3675,1.77,64.5,5.23,4.2,0
88.3,22993,25.22,15.93,17.03,16.52,58.32,55.67,67.86,51.6,2611,4.39,31.48,15.45,9.01,0
65.64,109594,31.17,15.22,18.49,16.93,52.46,42.21,54.24,56.78,33871,13.06,35.11,26.86,9.93,0
88.42,1233,6.6,9.74,10.84,10.31,78.34,76.49,94.04,81.93,157,1.14,76.26,0.83,0.85,0
98.24,1339,7.73,9.47,11.48,10.54,79.08,76.63,83.1,76.68,242,1.81,70.24,1.3,3.75,0
84.64,304,2.25,3.8,6.81,5.34,91.21,90.18,98.7,93.53,0,0,92.02,0.93,0,1
92.57,1264,9.75,12.79,15.08,14,73.85,70.93,89.23,83.2,98,1.13,66.7,11.7,4.38,0
75.77,5154,16.41,14.65,16.06,15.37,62.08,57.64,69.72,62.31,1789,6.43,62.85,3.14,8.2,0
87.04,2446,20.7,13.58,16,14.83,62.31,61.02,69.36,66.5,242,2.57,44.3,7.67,7.58,0
77.07,5807,11.25,12.37,17.14,14.9,68.72,64.87,76.18,71.97,1307,3.28,64.16,3.69,5.52,0
81.28,2995,19.95,13.77,15.2,14.52,68.46,63.98,86.03,67.75,309,2.11,66.91,1.81,10.29,1
75.37,10670,37.33,4.96,9.58,7.43,74.52,68.65,80.79,77.7,496,1.85,70.55,21.68,11.46,0
59.62,42838,22.43,11.13,15.49,13.52,61.16,55.21,66.09,60.95,12382,7.64,61.3,3.91,6.34,0
86.59,2534,11.66,12.9,13.2,13.06,70.86,63.29,71.62,73.15,539,2.94,63.82,1.23,8.16,1
97.11,867,2.5,5.97,7.88,6.95,86.45,83.98,93.32,89.32,227,0.92,83.15,0.87,0.67,1
56.42,1074,5.31,8.97,12.15,10.66,72.35,64.69,86.53,76.36,739,5.07,69.57,4.88,2.58,1
65.5,2223,6.03,8.2,12.41,10.52,73.15,71.24,89.87,73.25,990,4.1,64.67,2.05,1.02,0
86.62,1881,6.58,10.67,15.31,12.96,78.34,76.53,93.26,75.31,246,1.4,37.39,4.25,0.95,0
67.45,9870,8.36,8.23,12.07,10.17,81.18,77.12,87.41,80.2,2534,3.17,75.04,9.14,3.04,0
83,1437,10.6,11.03,15.79,13.62,65.71,61.77,77.52,64.88,404,3.43,62.05,1.37,6.61,0
90.36,4148,20.09,12.87,17.14,15.19,64.29,58.72,65.86,65.29,539,3.05,59.44,2.18,12.51,0
97.86,338,2.9,3.81,6.48,5.17,88.86,89.03,96.69,90.67,24,0.24,90.38,3.55,0,1
82.45,1680,15.28,10.96,13.25,12.15,75.49,73.66,84.59,76.77,183,1.84,66.4,4.87,6.75,0
34.27,4022,22.72,11.91,14.06,13.04,63.09,52.86,71.58,68.57,1311,7.62,77.98,6.4,11.05,0
98.06,1308,7.5,9.71,13.17,11.53,80.65,80.09,86.27,84.29,190,1.44,70.25,1.22,5.08,1
83.14,1413,9.28,10.03,14.45,12.39,72.42,69.84,84.46,71.03,640,5.59,67.4,1.82,2.98,1
96.46,274,2.33,2.94,4.8,3.91,91.05,90.27,98.36,90.79,18,0.2,92.86,0.67,0.19,1
89.58,2274,13.21,11.99,16.77,14.5,70.26,68.94,71.19,81.92,371,2.72,60.74,4.84,6.45,0
82.31,6525,15.99,8.6,12.4,10.61,70.01,66.06,80.64,68.79,1569,5.68,52.6,2.5,5.05,0
95.8,2505,8.05,11.52,14.74,13.21,75.5,76.9,83.79,78.17,240,0.95,67.61,3.19,3.32,0
91.36,6847,21.65,5.12,7.18,6.17,85.02,85,92.17,83.7,125,0.57,46.51,8.88,5.11,1
28.02,4605,35.13,17.1,19.22,18.29,34.82,28.99,34.95,37.58,2194,17.16,54.03,6.61,15.53,0
94.39,1852,12.29,8.69,12.81,10.88,73.11,72.08,82.91,74.85,449,3.06,83.05,2.39,3.33,0
80.24,1458,7.82,12.18,15.79,14.09,69.28,66.41,83.68,68.1,608,5.33,51.85,3.08,3.19,1
81.9,531,3.32,3.6,5.2,4.41,93.55,92.58,97.09,93.37,37,0.39,80.83,1.62,0.54,1
93.87,1194,6.19,8.59,10.01,9.37,71.15,67.01,78,70.77,178,0.89,79.16,1.38,2.16,0
49.31,6051,31.79,11.68,14.89,13.49,53.27,47.08,52.64,54.68,1923,10.44,62.23,3.71,8.54,0
74.12,2205,18.61,7.3,10.44,8.96,80.31,74.99,80.37,75.9,199,1.9,71.36,7.06,9.48,1
91.65,2257,18.27,10.07,12.38,11.36,71.13,67.77,74.34,75.51,259,2.49,67.87,1.82,10.58,1
62.95,2125,7.79,9.63,12.75,11.34,70.94,62.62,83.28,73.84,967,4.75,73.62,3.57,2.95,0
82.79,1103,9.33,18.11,20.19,19.11,64.7,62.08,78.45,65.34,217,2.95,44.26,4.31,2.68,0
93,2502,7.79,9.37,12.59,11.03,76.28,76.68,86.44,79.14,399,1.6,66.13,1.85,2.3,1
55.6,3926,23.2,11.81,17.63,15.11,54.06,48.71,56.81,54.04,1276,8.2,53.37,2.85,11.76,0
81.61,9289,12.8,9.17,12.33,10.84,61.37,56.8,70.46,60.88,3152,5.99,44.91,4.15,5.34,0
57.37,7561,21.96,7.62,9.73,8.74,50.14,42.94,59.12,44.96,2757,12.96,32.54,10.53,8.98,0
95.22,455,2.94,11.88,10.58,11.23,85.33,84.54,93.62,86.07,139,1.47,72.43,0.59,0.58,1
98.73,472,4.59,8.75,12.55,10.8,79.63,78.71,91.86,76.74,55,0.66,71.61,1.01,3.7,1
72.98,3702,15.15,10.97,15.27,13.11,56.98,52.05,63.92,56.52,1234,7.02,38.86,4.5,6.34,0
95.48,4796,25.83,15.53,18.69,17.24,58.34,52.92,52.6,60.7,947,5.76,48.89,5.74,12.17,0
93.38,352,1.98,6.12,7.76,6.97,87.49,87.62,94.07,88.61,270,2.24,79.19,0.6,0.32,1
91.37,876,8.44,9.08,11.53,10.31,80.66,77.58,81.3,88.08,57,0.72,69.22,1.73,2.79,1
98.32,1969,14.61,12.76,14.92,13.98,65.16,62.76,78.28,69.16,213,1.71,64.29,2.12,5.76,0
52.26,1384994,19.29,9.13,14.02,11.77,57.64,52.24,67.42,59.25,527557,10.5,31.59,12.3,7.33,0
